675591,Exploiting web search engines to search structured databases.,WWW,2009
675592,Predicting click through rate for job listings.,WWW,2009
675593,Search result re-ranking based on gap between search queries and social tags.,WWW,2009
675594,Quicklink selection for navigational query results.,WWW,2009
675595,Web-scale classification with naive bayes.,WWW,2009
675596,Hybrid keyword search auctions.,WWW,2009
675597,Thumbs-up: a game for playing to rank search results.,WWW,2009
675598,A dynamic bayesian network click model for web search ranking.,WWW,2009
675599,A messaging API for inter-widgets communication.,WWW,2009
675600,A hybrid phish detection approach by identity discovery and keywords retrieval.,WWW,2009
675601,Extracting community structure through relational hypergraphs.,WWW,2009
675602,A measurement-driven analysis of information propagation in the flickr social network.,WWW,2009
675603,REST-based management of loosely coupled services.,WWW,2009
675604,An experimental study of large-scale mobile social network.,WWW,2009
675605,Improved techniques for result caching in web search engines.,WWW,2009
675606,Discovering users' specific geo intention in web search.,WWW,2009
675607,Deducing trip related information from flickr.,WWW,2009
675608,A declarative framework for semantic link discovery over relational data.,WWW,2009
675609,Towards context-aware search by learning a very large variable length hidden markov model from search logs.,WWW,2009
675610,Adaptive bidding for display advertising.,WWW,2009
675611,SGPS: a semantic scheme for web service similarity.,WWW,2009
675612,Relationalizing RDF stores for tools reusability.,WWW,2009
675613,PAKE-based mutual HTTP authentication for preventing phishing attacks.,WWW,2009
675614,Two birds with one stone: a graph-based framework for disambiguating and tagging people names in web search.,WWW,2009
675615,Detecting soft errors by redirection classification.,WWW,2009
675616,How opinions are received by online communities: a case study on amazon.com helpfulness votes.,WWW,2009
675617,Behavioral profiles for advanced email features.,WWW,2009
675618,Learning to tag.,WWW,2009
675619,Unsupervised query categorization using automatically-built concept graphs.,WWW,2009
675620,Test case prioritization for regression testing of service-oriented business applications.,WWW,2009
675621,How much can behavioral targeting help online advertising?,WWW,2009
675622,Competitive analysis from click-through log.,WWW,2009
675623,The recurrence dynamics of social tagging.,WWW,2009
675624,Combining anchor text categorization and graph analysis for paid link detection.,WWW,2009
675625,Extracting key terms from noisy and multitheme documents.,WWW,2009
675626,Anycast-aware transport for content delivery networks.,WWW,2009
675627,idMesh: graph-based disambiguation of linked data.,WWW,2009
675628,Web service derivatives.,WWW,2009
675629,Retaining personal expression for social search.,WWW,2009
675630,Rare item detection in e-commerce site.,WWW,2009
675631,Spatio-temporal models for estimating click-through rate.,WWW,2009
675632,Rapid development of spreadsheet-based web mashups.,WWW,2009
675633,Is there anything worth finding on the semantic web?,WWW,2009
675634,An axiomatic approach for result diversification.,WWW,2009
675635,RuralCafe: web search in the rural developing world.,WWW,2009
675636,An effective semantic search technique using ontology.,WWW,2009
675637,All your contacts are belong to us: automated identity theft attacks on social networks.,WWW,2009
675638,Automatic web service composition with abstraction and refinement.,WWW,2009
675639,Advertising keyword generation using active learning.,WWW,2009
675640,Why are moved web pages difficult to find?: the WISH approach.,WWW,2009
675641,A flight meta-search engine with metamorph.,WWW,2009
675642,A P2P based distributed services network for next generation mobile internet communications.,WWW,2009
675643,Combining global optimization with local selection for efficient QoS-aware service composition.,WWW,2009
675644,Link based small sample learning for web spam detection.,WWW,2009
675645,Graffiti: node labeling in heterogeneous networks.,WWW,2009
675646,Constructing folksonomies from user-specified relations on flickr.,WWW,2009
675647,Efficient application placement in a dynamic hosting platform.,WWW,2009
675648,Near real time information mining in multilingual news.,WWW,2009
675649,A general framework for adaptive and online detection of web attacks.,WWW,2009
675650,Search shortcuts: driving users towards their goals.,WWW,2009
675651,Gamesense.,WWW,2009
675652,Tagommenders: connecting users to items through tags.,WWW,2009
675653,Probabilistic question recommendation for question answering communities.,WWW,2009
675654,Crosslanguage blog mining and trend visualisation.,WWW,2009
675655,Playful tagging: folksonomy generation using online games.,WWW,2009
675656,Interactive search in XML data.,WWW,2009
675657,Raise semantics at the user level for dynamic and interactive SOA-based portals.,WWW,2009
675658,Discovering user profiles.,WWW,2009
675659,Understanding user's query intent with wikipedia.,WWW,2009
675660,Using graphics processors for high performance IR query processing.,WWW,2009
675661,Reliability analysis using weighted combinational models for web-based software.,WWW,2009
675662,Mining interesting locations and travel sequences from GPS trajectories.,WWW,2009
675663,A class-feature-centroid classifier for text categorization.,WWW,2009
675664,Crawling English-Japanese person-name transliterations from the web.,WWW,2009
675665,Rethinking email message and people search.,WWW,2009
675666,A probabilistic model based approach for blended search.,WWW,2009
675667,Mining cultural differences from a large number of geotagged photos.,WWW,2009
675668,WPBench: a benchmark for evaluating the client-side performance of web 2.0 applications.,WWW,2009
675669,OpenRuleBench: an analysis of the performance of rule engines.,WWW,2009
675670,Why is the web loosely coupled?: a multi-faceted metric for service design.,WWW,2009
675671,Releasing search queries and clicks privately.,WWW,2009
675672,Bid optimization for broad match ad auctions.,WWW,2009
675673,Securely implementing open geospatial consortium web service interface standards in oracle spatial.,WWW,2009
675674,Extracting article text from the web with maximum subsequence segmentation.,WWW,2009
675675,Purely URL-based topic classification.,WWW,2009
675676,C-SPARQL: SPARQL for continuous querying.,WWW,2009
675677,Estimating web site readability using content extraction.,WWW,2009
675678,Social search and discovery using a unified approach.,WWW,2009
675679,Mining multilingual topics from wikipedia.,WWW,2009
675680,Smart Miner: a new framework for mining large scale web usage data.,WWW,2009
675681,Ranking user-created contents by search user's inclination in online communities.,WWW,2009
675682,Rapid prototyping of semantic mash-ups through semantic web pipes.,WWW,2009
675683,Bootstrapped extraction of class attributes.,WWW,2009
675684,Signaling emotion in tagclouds.,WWW,2009
675685,A game based approach to assign geographical relevance to web images.,WWW,2009
675686,Performing grouping and aggregate functions in XML queries.,WWW,2009
675687,StatSnowball: a statistical approach to extracting entity relationships.,WWW,2009
675688,Extracting data records from the web using tag path clustering.,WWW,2009
675699,Automatically filling form-based web interfaces with free text inputs.,WWW,2009
710438,Integration of news content into web results.,WSDM,2009
710439,Information arbitrage across multi-lingual Wikipedia.,WSDM,2009
710440,Is Wikipedia link structure different?,WSDM,2009
710441,Top- aggregation using intersections of ranked inputs.,WSDM,2009
710442,Query by document.,WSDM,2009
710443,Adaptive subjective triggers for opinionated document retrieval.,WSDM,2009
710444,Camera brand congruence in the Flickr social graph.,WSDM,2009
710445,Measuring the similarity between implicit semantic relations using web search engines.,WSDM,2009
710446,Online social networks: modeling and mining: invited talk.,WSDM,2009
710447,Wikipedia pages as entry points for book search.,WSDM,2009
710448,Predicting the readability of short web summaries.,WSDM,2009
710449,Mining user web search activity with layered bayesian networks or how to capture a click in its context.,WSDM,2009
710450,Efficient multiple-click models in web search.,WSDM,2009
710451,A new visual search interface for web browsing.,WSDM,2009
710452,Harvesting  searching  and ranking knowledge on the web: invited talk.,WSDM,2009
710453,Discovering and using groups to improve personalized search.,WSDM,2009
710454,Cross-language query classification using web search for exogenous knowledge.,WSDM,2009
710455,The web changes everything: understanding the dynamics of web content.,WSDM,2009
710456,Quality-aware collaborative question answering: methods and evaluation.,WSDM,2009
710457,Classifying tags using open content resources.,WSDM,2009
710458,Speeding up algorithms on compressed web graphs.,WSDM,2009
710459,Challenges in building large-scale information retrieval systems: invited talk.,WSDM,2009
710460,Less is more: sampling the neighborhood graph makes SALSA better and faster.,WSDM,2009
710461,Finding text reuse on the web.,WSDM,2009
710462,Characterizing the influence of domain expertise on web search behavior.,WSDM,2009
710463,Diversifying search results.,WSDM,2009
710464,Clustering the tagged web.,WSDM,2009
710465,A model for fast web mining prototyping.,WSDM,2009
710466,Generating labels from clicks.,WSDM,2009
710467,Effective latent space graph-based re-ranking model with global consistency.,WSDM,2009
710468,Mining common topics from multiple asynchronous text streams.,WSDM,2009
710472,Improving music genre classification using collaborative tagging data.,WSDM,2009
1113767,New EIC Editorial.,IEEE Trans. Knowl. Data Eng.,2009
1113778,Online Scheduling Sequential Objects with Periodicity for Dynamic Information Dissemination.,IEEE Trans. Knowl. Data Eng.,2009
1113781,EIC Editorial: Introducing the New Editor-in-Chief and Four New Associate Editors.,IEEE Trans. Knowl. Data Eng.,2009
1113792,Multiclass MTS for Simultaneous Feature Selection and Classification.,IEEE Trans. Knowl. Data Eng.,2009
1114117,Efficient Range Query Processing in Peer-to-Peer Systems.,IEEE Trans. Knowl. Data Eng.,2009
1114118,Discriminative Training of the Hidden Vector State Model for Semantic Parsing.,IEEE Trans. Knowl. Data Eng.,2009
1114119,Decompositional Rule Extraction from Support Vector Machines by Active Learning.,IEEE Trans. Knowl. Data Eng.,2009
1114120,Online Skyline Analysis with Dynamic Preferences on Nominal Attributes.,IEEE Trans. Knowl. Data Eng.,2009
1114121,Comparing Scores Intended for Ranking.,IEEE Trans. Knowl. Data Eng.,2009
1114122,A Relation-Based Page Rank Algorithm for Semantic Web Search Engines.,IEEE Trans. Knowl. Data Eng.,2009
1114123,Learning Image-Text Associations.,IEEE Trans. Knowl. Data Eng.,2009
1114124,CDNs Content Outsourcing via Generalized Communities.,IEEE Trans. Knowl. Data Eng.,2009
1114125,Efficient Evaluation of Probabilistic Advanced Spatial Queries on Existentially Uncertain Data.,IEEE Trans. Knowl. Data Eng.,2009
1114126,Storing and Indexing Spatial Data in P2P Systems.,IEEE Trans. Knowl. Data Eng.,2009
1114127,BMQ-Processor: A High-Performance Border-Crossing Event Detection Framework for Large-Scale Monitoring Applications.,IEEE Trans. Knowl. Data Eng.,2009
1114128,Cost-Based Predictive Spatiotemporal Join.,IEEE Trans. Knowl. Data Eng.,2009
1114129,Unsupervised Multiway Data Analysis: A Literature Survey.,IEEE Trans. Knowl. Data Eng.,2009
1114130,Semantic Access to Multichannel M-Services.,IEEE Trans. Knowl. Data Eng.,2009
1114131,Self-Learning Disk Scheduling.,IEEE Trans. Knowl. Data Eng.,2009
1114132,SPOT Databases: Efficient Consistency Checking and Optimistic Selection in Probabilistic Spatial Databases.,IEEE Trans. Knowl. Data Eng.,2009
1114133,Privacy-Preserving Kth Element Score over Vertically Partitioned Data.,IEEE Trans. Knowl. Data Eng.,2009
1114134,k-Anonymization with Minimal Loss of Information.,IEEE Trans. Knowl. Data Eng.,2009
1210179,Learning structural SVMs with latent variables.,ICML,2009
1210180,Optimized expected information gain for nonlinear dynamical systems.,ICML,2009
1210181,Workshop summary: Numerical mathematics in machine learning.,ICML,2009
1210182,Interactively optimizing information retrieval systems as a dueling bandits problem.,ICML,2009
1210183,Function factorization using warped Gaussian processes.,ICML,2009
1210184,Structure preserving embedding.,ICML,2009
1210185,A novel lexicalized HMM-based learning framework for web opinion mining.,ICML,2009
1210186,Piecewise-stationary bandit problems with side observations.,ICML,2009
1210187,Nearest neighbors in high-dimensional data: the emergence and influence of hubs.,ICML,2009
1210188,On primal and dual sparsity of Markov networks.,ICML,2009
1210189,Invited talk: Drifting games  boosting and online learning.,ICML,2009
1210190,Tutorial summary: Reductions in machine learning.,ICML,2009
1210191,Accounting for burstiness in topic models.,ICML,2009
1210192,Invited talk: Can learning kernels help performance?,ICML,2009
1210193,Learning dictionaries of stable autoregressive models for audio scene analysis.,ICML,2009
1210194,Bandit-based optimization on graphs with application to library performance tuning.,ICML,2009
1210195,Kernelized value function approximation for reinforcement learning.,ICML,2009
1210196,Boosting products of base classifiers.,ICML,2009
1210197,Stochastic methods for regularized loss minimization.,ICML,2009
1210198,Learning with structured sparsity.,ICML,2009
1210199,Unsupervised search-based structured prediction.,ICML,2009
1210200,PAC-Bayesian learning of linear classifiers.,ICML,2009
1210201,Dynamic mixed membership blockmodel for evolving networks.,ICML,2009
1210202,Evaluation methods for topic models.,ICML,2009
1210203,Block-wise construction of acyclic relational features with monotone irreducibility and relevancy properties.,ICML,2009
1210204,Tractable nonparametric Bayesian inference in Poisson processes with Gaussian process intensities.,ICML,2009
1210205,Nonparametric estimation of the precision-recall curve.,ICML,2009
1210206,Learning kernels from indefinite similarities.,ICML,2009
1210207,Archipelago: nonparametric Bayesian semi-supervised learning.,ICML,2009
1210208,Ranking interesting subgroups.,ICML,2009
1210209,Learning prediction suffix trees with Winnow.,ICML,2009
1210210,Proto-predictive representation of states with simple recurrent temporal-difference networks.,ICML,2009
1210211,Solution stability in linear programming relaxations: graph partitioning and unsupervised learning.,ICML,2009
1210212,Workshop summary: Automated interpretation and modelling of cell images.,ICML,2009
1210213,An efficient projection for   regularization.,ICML,2009
1210214,The adaptive -meteorologists problem and its application to structure learning and feature selection in reinforcement learning.,ICML,2009
1210215,A least squares formulation for a class of generalized eigenvalue problems in machine learning.,ICML,2009
1210216,Partial order embedding with multiple kernels.,ICML,2009
1210217,Efficient learning algorithms for changing environments.,ICML,2009
1210218,GAODE and HAODE: two proposals based on AODE to deal with continuous variables.,ICML,2009
1210219,Tutorial summary: Machine learning in IR: recent successes and new opportunities.,ICML,2009
1210220,Multi-view clustering via canonical correlation analysis.,ICML,2009
1210221,Non-monotonic feature selection.,ICML,2009
1210222,A convex formulation for learning shared structures from multiple tasks.,ICML,2009
1210223,Topic-link LDA: joint models of topic and author community.,ICML,2009
1210224,Stochastic search using the natural gradient.,ICML,2009
1210225,Online dictionary learning for sparse coding.,ICML,2009
1210226,Gradient descent with sparsification: an iterative algorithm for sparse recovery with restricted isometry property.,ICML,2009
1210227,MedLDA: maximum margin supervised topic models for regression and classification.,ICML,2009
1210228,Geometry-aware metric learning.,ICML,2009
1210229,Near-Bayesian exploration in polynomial time.,ICML,2009
1210230,Convex variational Bayesian inference for large scale generalized linear models.,ICML,2009
1210231,Large-scale collaborative prediction using a nonparametric random effects model.,ICML,2009
1210232,Workshop summary: Sparse methods for music audio.,ICML,2009
1210233,Large-scale deep unsupervised learning using graphics processors.,ICML,2009
1210234,The graphlet spectrum.,ICML,2009
1210235,The Bayesian group-Lasso for analyzing contingency tables.,ICML,2009
1210236,Curriculum learning.,ICML,2009
1210237,Blockwise coordinate descent procedures for the multi-task lasso  with applications to neural semantic basis discovery.,ICML,2009
1210238,Dynamic analysis of multiagent -learning with &epsilon;-greedy exploration.,ICML,2009
1210239,Structure learning of Bayesian networks using constraints.,ICML,2009
1210240,Boosting with structural sparsity.,ICML,2009
1210241,Information theoretic measures for clusterings comparison: is a correction for chance necessary?,ICML,2009
1210242,Generalization analysis of listwise learning-to-rank algorithms.,ICML,2009
1210243,Approximate inference for planning in stochastic relational worlds.,ICML,2009
1210244,Identifying suspicious URLs: an application of large-scale online learning.,ICML,2009
1210245,Polyhedral outer approximations with application to natural language parsing.,ICML,2009
1210246,A majorization-minimization algorithm for (multiple) hyperparameter learning.,ICML,2009
1210247,Large margin training for hidden Markov models with partially observed states.,ICML,2009
1210248,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations.,ICML,2009
1210249,Tutorial summary: Survey of boosting from an optimization perspective.,ICML,2009
1210250,Graph construction and -matching for semi-supervised learning.,ICML,2009
1210251,Sparse Gaussian graphical models with unknown block structure.,ICML,2009
1210252,A scalable framework for discovering coherent co-clusters in noisy data.,ICML,2009
1210253,Sequential Bayesian prediction in the presence of changepoints.,ICML,2009
1210254,Workshop summary: Workshop on learning feature hierarchies.,ICML,2009
1210255,Workshop summary: The fourth workshop on evaluation methods for machine learning.,ICML,2009
1210256,Fast gradient-descent methods for temporal-difference learning with linear function approximation.,ICML,2009
1210257,Learning nonlinear dynamic models.,ICML,2009
1210258,Grammatical inference as a principal component analysis problem.,ICML,2009
1210259,Spectral clustering based on the graph -Laplacian.,ICML,2009
1210260,Bayesian inference for Plackett-Luce ranking models.,ICML,2009
1210261,Discovering options from example trajectories.,ICML,2009
1210262,Workshop summary: Seventh annual workshop on Bayes applications.,ICML,2009
1210263,Optimistic initialization and greediness lead to polynomial time learning in factored MDPs.,ICML,2009
1210264,More generality in efficient multiple kernel learning.,ICML,2009
1210265,Tutorial summary: Active learning.,ICML,2009
1210266,Tutorial summary: The neuroscience of reinforcement learning.,ICML,2009
1210267,Supervised learning from multiple experts: whom to trust when everyone lies a bit.,ICML,2009
1210268,A simpler unified analysis of budget perceptrons.,ICML,2009
1210269,Factored conditional restricted Boltzmann Machines for modeling motion style.,ICML,2009
1210270,Workshop summary: On-line learning with limited feedback.,ICML,2009
1210271,Learning non-redundant codebooks for classifying complex objects.,ICML,2009
1210272,Partially supervised feature selection with regularized linear models.,ICML,2009
1210273,Using fast weights to improve persistent contrastive divergence.,ICML,2009
1210274,Analytic moment-based Gaussian process filtering.,ICML,2009
1210275,Efficient Euclidean projections in linear time.,ICML,2009
1210276,Active learning for directed exploration of complex systems.,ICML,2009
1210277,Bayesian clustering for email campaign detection.,ICML,2009
1210278,Multi-assignment clustering for Boolean data.,ICML,2009
1210279,Online learning by ellipsoid method.,ICML,2009
1210280,Regression by dependence minimization and its application to causal inference in additive noise models.,ICML,2009
1210281,Detecting the direction of causal time series.,ICML,2009
1210282,Learning structurally consistent undirected probabilistic graphical models.,ICML,2009
1210283,Matrix updates for perceptron training of continuous density hidden Markov models.,ICML,2009
1210284,Unsupervised hierarchical modeling of locomotion styles.,ICML,2009
1210285,A stochastic memoizer for sequence data.,ICML,2009
1210286,Multi-class image segmentation using conditional random fields and global classification.,ICML,2009
1210287,Constraint relaxation in approximate linear programs.,ICML,2009
1210288,Monte-Carlo simulation balancing.,ICML,2009
1210289,SimpleNPKL: simple non-parametric kernel learning.,ICML,2009
1210290,BoltzRank: learning to maximize expected ranking gain.,ICML,2009
1210291,Independent factor topic models.,ICML,2009
1210292,Predictive representations for policy gradient in POMDPs.,ICML,2009
1210293,Group lasso with overlap and graph lasso.,ICML,2009
1210294,Learning complex motions by sequencing simpler motion templates.,ICML,2009
1210295,Herding dynamical weights to learn.,ICML,2009
1210296,Robot trajectory optimization using approximate inference.,ICML,2009
1210297,Nonparametric factor analysis with beta process priors.,ICML,2009
1210298,Surrogate regret bounds for proper losses.,ICML,2009
1210299,Model-free reinforcement learning as mixture learning.,ICML,2009
1210300,Tutorial summary: Convergence of natural dynamics to equilibria.,ICML,2009
1210301,Split variational inference.,ICML,2009
1210302,Orbit-product representation and correction of Gaussian belief propagation.,ICML,2009
1210303,Decision tree and instance-based learning for label ranking.,ICML,2009
1210304,Proximal regularization for online and batch learning.,ICML,2009
1210305,Semi-supervised learning using label mean.,ICML,2009
1210306,Hilbert space embeddings of conditional distributions with applications to dynamical systems.,ICML,2009
1210307,An efficient sparse metric learning in high-dimensional space via -penalized log-determinant regularization.,ICML,2009
1210308,Learning Markov logic network structure via hypergraph lifting.,ICML,2009
1210309,Multi-instance learning by treating instances as non-I.I.D. samples.,ICML,2009
1210310,Learning linear dynamical systems without sequence information.,ICML,2009
1210311,Fitting a graph to vector data.,ICML,2009
1210312,Rule learning with monotonicity constraints.,ICML,2009
1210313,Learning from measurements in exponential families.,ICML,2009
1210314,Robust bounds for classification via selective sampling.,ICML,2009
1210315,Tutorial summary: Structured prediction for natural language processing.,ICML,2009
1210316,Domain adaptation from multiple sources via auxiliary classifiers.,ICML,2009
1210317,EigenTransfer: a unified framework for transfer learning.,ICML,2009
1210318,Online feature elicitation in interactive optimization.,ICML,2009
1210319,Tutorial summary: Learning with dependencies between several response variables.,ICML,2009
1210320,Trajectory prediction: learning to map situations to robot trajectories.,ICML,2009
1210321,Workshop summary: Abstraction in reinforcement learning.,ICML,2009
1210322,Deep learning from temporal coherence in video.,ICML,2009
1210323,Regularization and feature selection in least-squares temporal difference learning.,ICML,2009
1210324,Route kernels for trees.,ICML,2009
1210325,Importance weighted active learning.,ICML,2009
1210326,Ranking with ordered weighted pairwise classification.,ICML,2009
1210327,Compositional noisy-logical learning.,ICML,2009
1210328,Uncertainty sampling and transductive experimental design for active dual supervision.,ICML,2009
1210329,Sparse higher order conditional random fields for improved sequence labeling.,ICML,2009
1210330,Incorporating domain knowledge into topic modeling via Dirichlet Forest priors.,ICML,2009
1210331,Transfer learning for collaborative filtering via a rating-matrix generative model.,ICML,2009
1210332,ABC-boost: adaptive base class boost for multi-class classification.,ICML,2009
1210333,Accelerated sampling for the Indian Buffet Process.,ICML,2009
1210334,Learning when to stop thinking and do something!,ICML,2009
1210335,Good learners for evil teachers.,ICML,2009
1210336,Learning spectral graph transformations for link prediction.,ICML,2009
1210337,Feature hashing for large scale multitask learning.,ICML,2009
1210338,Workshop summary: Results of the 2009 reinforcement learning competition.,ICML,2009
1210339,Optimal reverse prediction: a unified perspective on supervised  unsupervised and semi-supervised learning.,ICML,2009
1210340,An accelerated gradient method for trace norm minimization.,ICML,2009
1210341,Multiple indefinite kernel learning with mixed norm regularization.,ICML,2009
1210342,Binary action search for learning continuous-action control policies.,ICML,2009
1210343,Robust feature extraction via information theoretic learning.,ICML,2009
1210344,Discriminative -metrics.,ICML,2009
1210345,Learning instance specific distances using metric propagation.,ICML,2009
1210346,Hoeffding and Bernstein races for selecting policies in evolutionary direct policy search.,ICML,2009
1210347,Deep transfer via second-order Markov logic.,ICML,2009
1210348,On sampling-based approximate spectral decomposition.,ICML,2009
1210349,A Bayesian approach to protein model quality assessment.,ICML,2009
1210350,Fast evolutionary maximum margin clustering.,ICML,2009
1210351,Learning to segment from a few well-selected training images.,ICML,2009
1210352,Structure learning with independent non-identically distributed data.,ICML,2009
1210353,Prototype vector machine for large scale semi-supervised learning.,ICML,2009
1210354,K-means in space: a radiation sensitivity evaluation.,ICML,2009
1210355,Exploiting sparse Markov covariance structure in multiresolution models.,ICML,2009
1210356,Tutorial summary: Large social and information networks: opportunities for ML.,ICML,2009
1210357,Probabilistic dyadic data analysis with local and global consistency.,ICML,2009
1210358,Non-linear matrix factorization with Gaussian processes.,ICML,2009
1212379,Time series shapelets: a new primitive for data mining.,KDD,2009
1212380,On the tradeoff between privacy and utility in data publishing.,KDD,2009
1212381,Co-clustering on manifolds.,KDD,2009
1212382,A principled and flexible framework for finding alternative clusterings.,KDD,2009
1212383,Learning optimal ranking with tensor factorization for tag recommendation.,KDD,2009
1212384,Efficiently learning the accuracy of labeling sources for selective sampling.,KDD,2009
1212385,Exploring social tagging graph for web object classification.,KDD,2009
1212386,Efficient anomaly monitoring over moving object trajectory streams.,KDD,2009
1212387,Audience selection for on-line brand advertising: privacy-friendly social network targeting.,KDD,2009
1212388,DOULION: counting triangles in massive graphs with a coin.,KDD,2009
